X,Y,OBJECTID,Mine_ID,MineName,Address,Latitude,Longitude,LAS_CODE,LAS_Name,ReportYear,ReportType,Acres_Dist,MineStatus,Rec_Status,Operator,Opt_Street,Opt_City,Opt_State,Opt_Zip,OptCountry,Owner,Owr_Street,Owr_City,Owr_State,Owr_Zip,OwrCountry,RP_Number,PriProduct,Other_Prod,Opt_Type,Permit_Num,PermitAcre,Mech_Total,FaceAmount
-13062723.7535,4116230.7237,2019847,91-36-0061,BRYMAN PIT,,34.648611,-117.344444,36.00 ,County of San Bernardino,2000,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"HANSON AGGREGATES WEST, INC.","1900 W. GARVEY AVENUE SOUTH, SUITE 200",WEST COVINA,CA,91790,,"HANSON AGGREGATES WEST, INC.","1900 W. GARVEY AVENUE SOUTH, SUITE 200",WEST COVINA,CA,91790,,,Sand and Gravel,,OPEN PIT,RP79M-0009,55.00,88250,
-13411215.6533,4118674.2819,2019848,91-42-0026,V & J,P.O. BOX 429,34.666667,-120.475,42.02 ,City of Lompoc,2022,2 ,0,CLOSED NO INTENT TO RESUME,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"V & J ROCK TRANSPORT, INC.",PO BOX 429,LOMPOC,CA,93438,,"V & J ROCK TRANSPORT, INC.",1655 NORTH V STREET,LOMPOC,CA,93436,US,,Sand and Gravel,,OPEN PIT,93-040-20,0.00,20000,18829.97
-13375438.7935,4119651.8001,2019849,91-42-0024,TWIN OAK RANCH PIT,P.O. BOX 700,34.673889,-120.153611,42.00 ,County of Santa Barbara,2022,2 ,3.6,ACTIVE,RECLAMATION NOT STARTED,"ELM TREE INVESTORS INC., D/B/A VALLEY SAND & SOIL",PO BOX 6704,SANTA BARBERA,CA,93160,,"ELM TREE INVESTORS INC., D/B/A VALLEY SAND & SOIL",PO Box 6704,Santa Barbara,CA,93160,US,86-RP-005,Sand and Gravel,,OPEN PIT,86-CP-88,6.00,,30828
-13061858.0218,4119990.2021,2019850,91-36-0046,"AGCON, INC.",23382 NATIONAL TRAILS HIGHWAY,34.676389,-117.336667,36.00 ,County of San Bernardino,2022,2 ,214,ACTIVE,RECLAMATION NOT STARTED,"AGCON, INC.",17671 Bear Valley Road,Hesperia,CA,92345,US,"AGCON, INC.",23382 NATIONAL TRAILS HIGHWAY,ORO GRANDE,CA,92368,US,,Sand and Gravel,,OPEN PIT,,244.00,195532.15,474485.5
-12910277.9447,4120892.7024,2019851,91-36-0078,BLACK RIDGE BORROW PIT,,34.683056,-115.975,36.00 ,County of San Bernardino,1997,2 ,0,EXEMPT,,CALTRANS,"732 CARNEGIE DRIVE, SUITE 100",SAN BERNARDINO,CA,92408,,CALTRANS,PO BOX 231,SAN BERNARDINO,CA,92402,,,Sand and Gravel,,OPEN PIT,960CA060FP,0.00,,
-12982140.9099,4121005.4693,2019852,91-36-0017,RED TOP MINE,P.O.BOX 6060,34.683889,-116.620556,36.00 ,County of San Bernardino,2021,2 ,35,ACTIVE,RECLAMATION NOT STARTED,"SIERRA AGGREGATE COMPANY, INC.",P.O.BOX 6060,LA QUINTA,CA,92248,,JOLLY,"40960 CALIFORNIA OAKS ROAD, SUITE 223",MURRIETA,CA,92562,,,Cinders,,QUARRY,"82M-015,CA MC54064",,56600.36,55645
-12999364.4842,4122472.0836,2019853,91-36-0087,CALSPAR MINE,1807 TOYON LANE,34.694722,-116.775278,36.00 ,County of San Bernardino,2022,2 ,5.3,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,MATCON CORPORATION,1807 Toyon Ln,Newport Beach,CA,92660,,MATCON CORPORATION,1807 Toyon Lane,Newport Beach,CA,92660,US,,Feldspar,"Sand and Gravel,Stone","OPEN PIT,QUARRY",,12.00,21500,25353.72
-13284527.8389,4122622.5061,2019854,91-56-0033,OZENA VALLEY RANCH,P.O. BOX 1163,34.695833,-119.336944,56.00 ,County of Ventura,2010,2 ,14.9,RECLAIMED,RECLAMATION IN PROGRESS,"ALLIANCE READY MIX, INC.",P.O. BOX 1163,ARROYO GRANDE,CA,93421,,OZENA VALLEY RANCH,16231 SANTA BARBARA LANE,HUNTINGTON BEACH,CA,92649,,5170,Sand and Gravel,,PLANT OR MILL,CUP 5170,7.00,,0
-13004868.5651,4123337.1417,2019855,91-36-0179,ORD MOUNTAIN MINE,"225 S. LAKE AVENUE, SUITE 300",34.701111,-116.824722,36.00 ,County of San Bernardino,2021,2 ,0,NEWLY PERMITTED,RECLAMATION NOT STARTED,SW TECH CORPORATION,"225 S. LAKE AVENUE, SUITE 300",PASADENA,CA,91101,,SW TECH CORPORATION,"225 S. LAKE AVENUE, SUITE 300",PASADENA,CA,91101,,,NOT REPORTED,,PROSPECT,2014M-01,10.00,64204,72788.94
-13047046.2957,4123600.5041,2019856,91-36-0142,WILDWASH SAND & GRAVEL,1995 AGUA MANSA ROAD,34.703056,-117.203611,36.00 ,County of San Bernardino,2021,2 ,0,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,SKANSKA USA CIVIL WEST REGION,1995 Agua Mansa RD,Riverside,CA,92509,,SKANSKA USA CIVIL WEST REGION,1995 AGUA MANSA ROAD,JURUPA VALLEY,CA,92509,,2000M-01,Sand and Gravel,,OPEN PIT,,60.00,493460,6690
-13084060.0263,4127663.4343,2019857,91-36-0093,SHADOW MOUNTAIN/ WHITE ROCK,PO BOX 489,34.733056,-117.536111,36.00 ,County of San Bernardino,2022,2 ,18,ACTIVE,RECLAMATION NOT STARTED,"BRUBAKER-MANN, INC.",P.O. BOX 489,BARSTOW,CA,92312,,"BRUBAKER-MANN, INC.",P.O. BOX 489,BARSTOW,CA,92312,US,,Decorative Rock,,OPEN PIT,,33.00,65695.75,64048.72
-12935695.858,4128227.7565,2019858,91-36-0113,LUDLOW PIT,"825 E. 3RD STREET, ROOM 120",34.737222,-116.203333,36.00 ,County of San Bernardino,2021,2 ,64,ACTIVE,RECLAMATION NOT STARTED,COUNTY OF SAN BERNARDINO,"825 E. 3RD STREET, ROOM 120",SAN BERNARDINO,CA,92415-0835,,COUNTY OF SAN BERNARDINO,"825 E. 3RD STREET, ROOM 120",SAN BERNARDINO,CA,92415,,,Sand and Gravel,,OPEN PIT,,64.00,244616,242210
-13039872.4224,4128453.5746,2019859,91-36-0128,BLACK ANGEL MINE,"500 N. BRAND BOULEVARD, SUITE 500",34.738889,-117.139167,36.00 ,County of San Bernardino,2022,2 ,54.9,ACTIVE,RECLAMATION NOT STARTED,"VULCAN LANDS, INC.","31 Rancho Camino Drive, Suite 300",Ponoma,CA,91706,US,"VULCAN LANDS, INC.","31 Rancho Camino Drive, Suite 300",Ponoma,CA,91706,US,,Sand and Gravel,,OPEN PIT,,160.00,820529,703015.95
-12955207.7157,4129469.6093,2019860,91-36-0001,PISGAH CINDER QUARRY (LAVIC QUARRY),1712 25 STREET S.W.,34.746389,-116.378611,36.00 ,County of San Bernardino,2021,2 ,71,IDLE,RECLAMATION NOT STARTED,CANDEO GROWTH SOLUTIONS INC.,1712 25TH STREET S.W.,CALGARY,AB,T3C 1J6,"ALBERTA, CANADA",CANDEO GROWTH SOLUTIONS INC.,1712 25TH STREET S.W.,CALGARY,AB,T3C 1J6,"ALBERTA, CANADA",RP81M-013,Cinders,,QUARRY,2007M-05,72.00,53819,63283.25
-12960804.6371,4130109.3521,2019861,91-36-0033,HECTOR MINE,31763 MOUNTAIN VIEW ROAD,34.751111,-116.428889,36.00 ,County of San Bernardino,2021,2 ,438.14,ACTIVE,RECLAMATION NOT STARTED,"ELEMENTIS SPECIALITIES, INC.",31763 MOUNTAIN VIEW ROAD,NEWBERRY SPRINGS,CA,92365,,ELEMENTIS SPECIALTIES,31763 MOUNTAIN VIEW ROAD,NEWBERRY SPRINGS,CA,92365,,,Clay,,OPEN PIT,"CAMC42050,DN553-289N,SMAR/89-02",,1101154,1379929.87
-12960897.3662,4130335.2081,2019862,91-36-0124,FORT CADY BORATE MINE,"16195 SISKIYOU, SUITE 210",34.752778,-116.429722,36.00 ,County of San Bernardino,2021,2 ,47,IDLE,RECLAMATION NOT STARTED,FORT CADY MINERALS CORPORATION,"9329 Mariposa RD., SUITE 210",Hesperia,CA,92344,,FORT CADY MINERALS CORPORATION,"9329 Mariposa Rd., Ste 210",Hesperia,CA,92344,,,Borates,,UNDETERMINED,0,47.00,230826.1,248338.16
-12784146.7278,4132141.8145,2019863,91-36-0081,NEEDLES AIRPORT (WEST),,34.766111,-114.841944,36.00 ,County of San Bernardino,1997,2 ,0,EXEMPT,,CALTRANS,"732 CARNEGIE DRIVE, SUITE 100",SAN BERNARDINO,CA,92408,,CALTRANS,PO BOX 231,SAN BERNARDINO,CA,92402,,,Sand and Gravel,,OPEN PIT,CA060FP617,,,
-13251843.2119,4132179.4862,2019864,91-56-0001,FRAZIER PARK,17410 E. LOCKWOOD VALLEY ROAD,34.766389,-119.043333,56.00 ,County of Ventura,2021,2 ,97,ACTIVE,RECLAMATION NOT STARTED,ARCOSA LIGHTWEIGHT,17410 EAST LOCKWOOD VALLEY ROAD,FRAZIER PARK,CA,93225,,ARCOSA LIGHTWEIGHT,17410 EAST LOCKWOOD VALLEY ROAD,FRAZIER PARK,CA,93225,,CUP 212,Clay,,"OPEN PIT,PLANT OR MILL",CUP 212,260.00,1190311,1144605.7
-12879665.0848,4134438.2638,2019865,91-36-0079,HIDDEN HILLS BOROW SITE,,34.783056,-115.7,36.00 ,County of San Bernardino,1997,2 ,0,EXEMPT,,CALTRANS,"732 CARNEGIE DRIVE, SUITE 100",SAN BERNARDINO,CA,92408,,CALIFORNIA DEPARTMENT OF TRANSPORTATION,247 W. THIRD STREET,SAN BERNARDINO,CA,92401,,,Sand and Gravel,,OPEN PIT,CA060FP623,0.00,,
-12759069.0069,4134438.2638,2019866,91-36-0080,NEEDLES AIRPORT (NORTH),,34.783056,-114.616667,36.00 ,County of San Bernardino,1997,2 ,0,EXEMPT,,CALTRANS,"732 CARNEGIE DRIVE, SUITE 100",SAN BERNARDINO,CA,92408,,CALTRANS,PO BOX 231,SAN BERNARDINO,CA,92402,,,Sand and Gravel,,OPEN PIT,160/CA060-,0.00,,
-12818748.6104,4134626.3916,2019867,91-36-0117,ESSEX PIT II,"1100 E. ORANGETHORPE AVE, SUITE 200",34.784444,-115.152778,36.00 ,County of San Bernardino,2009,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,SULLY-MILLER CONTRACTING CO.,"135 S. STATE COLLEGE BLVD., STE 400",BREA,CA,92821,USA,SULLY-MILLER CONTRACTING CO.,"135 S. STATE COLLEGE BLVD., STE 400",BREA,CA,92821,USA,,Sand and Gravel,,OPEN PIT,93M-09,,,0
-12819676.2357,4134701.7521,2019868,91-36-0063,ESSEX PIT I,135 S. STATE COLLEGE BLVD. SUITE 400,34.785,-115.161111,36.00 ,County of San Bernardino,2022,2 ,30,IDLE,RECLAMATION NOT STARTED,SULLY-MILLER CONTRACTING CO.,"135 S. STATE COLLEGE BLVD., STE 400",BREA,CA,92821,,SULLY-MILLER CONTRACTING CO.,"135 S. STATE COLLEGE BLVD., STE 400",BREA,CA,92821,US,2012M-02 ,Sand and Gravel,,OPEN PIT,87M-01,32.00,108116.26,96275
-12818810.3927,4134739.4325,2019869,91-36-0120,ESSEX MINE,1995 AUGA MANSA ROAD,34.785278,-115.153333,36.00 ,County of San Bernardino,2021,2 ,34,CLOSED NO INTENT TO RESUME,RECLAMATION NOT STARTED,SKANSKA USA CIVIL WEST REGION,1995 Agua Mansa RD,Riverside,CA,92509,,SKANSKA USA CIVIL WEST REGION,1995 AGUA MANSA ROAD,JURUPA VALLEY,CA,92509,,,Sand and Gravel,,OPEN PIT,,50.00,282652.1,114933
-12982480.991,4135530.0728,2019870,91-36-0165,FORT CADY ROAD QUARRY,20181 NATIONAL TRAILS HIGHWAY,34.791111,-116.623611,36.00 ,County of San Bernardino,2022,2 ,80,IDLE,RECLAMATION IN PROGRESS,CALMAT CO DBA VULCAN MATERIALS COMPANY,21081 National Trails Highway,Oro Grande,CA,92368,,CALMAT CO DBA VULCAN MATERIALS COMPANY,"31 Rancho Camino Drive, Suite 300",Ponoma,CA,91766,US,,Sand and Gravel,,OPEN PIT,,160.00,560631,581354.86
-12983315.8872,4137262.276,2019871,91-36-0077,NEWBERRY BORROW PIT,"464 W 4TH STREET, MS 860",34.803889,-116.631111,36.00 ,County of San Bernardino,2022,2 ,28,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,CALTRANS DISTRICT 8,"464 W. 4TH STREET, MS 860",SAN BERNARDINO,CA,92401,US,CALTRANS DISTRICT 8,"464 W. 4TH STREET, MS 860",SAN BERNARDINO,CA,92401,US,,Rock,,OPEN PIT,R05753,0.00,43200000,139558.61
-12987088.3934,4137412.8974,2019872,91-36-0048,WINE QUARRY,"2225 WEST COMMONWEALTH AVENUE, SUITE 100",34.805,-116.665,36.00 ,County of San Bernardino,2022,2 ,5,ACTIVE,RECLAMATION NOT STARTED,"ANLEX ROCK & MINERALS, INC.","2225 W COMMONWEALTH AVE, SUITE 100",ALHAMBRA,CA,91803,,"ANLEX ROCK & MINERALS, INC.",2225 W. COMMONWEALTH AVENUE #100,ALHAMBRA,CA,91803,US,,Decorative Rock,,OPEN PIT,SAMR/89-0391/DN453-305N,5.00,42605,42781
-12757522.8905,4138467.4394,2019873,91-36-0102,GRAVEL GERTIE,,34.812778,-114.602778,36.25 ,City of Needles,2002,2 ,1,ABANDONED,RECLAMATION NOT STARTED,"TRI-STATE HIGHWAY 95 SOUTH, ROCK, SAND",PO BOX 947,NEEDLES,CA,92363,,"TRI-STATE HIGHWAY 95 SOUTH, ROCK, SAND",PO BOX 947,NEEDLES,CA,92363,,,Sand and Gravel,,PLANT OR MILL,1-2-90-7,74.00,5000,
-12986871.9883,4138505.1326,2019874,91-36-0090,WINE RED QUARRY,P.O. BOX 489,34.813056,-116.663056,36.00 ,County of San Bernardino,2022,2 ,5,ACTIVE,RECLAMATION NOT STARTED,"BRUBAKER - MANN, INC.",P.O. BOX 489,BARSTOW,CA,92312,,"BRUBAKER - MANN, INC.",PO BOX 489,BARSTOW,CA,92312,US,,Decorative Rock,,OPEN PIT,,7.00,17749,20275
-12990613.5477,4138618.0771,2019875,91-36-0041,NEWBERRY SPRINGS,P.O. BOX 639069,34.813889,-116.696667,36.00 ,County of San Bernardino,2022,2 ,157,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,HANSON AGGREGATES LLC,4211 Ponderosa Ave. # C,San Diego,CA,92123,US,HANSON AGGREGATES LLC,4211 Ponderosa Ave. # C,SAN DIEGO,CA,92123,US,86M-02,Sand and Gravel,,QUARRY,DN 441-312N,361.00,465036,372578.14
-13218973.1266,4138768.7167,2019876,91-15-0008,109 LIMESTONE QUARRY/ LEBEC,"15821 VENTURA BLVD., SUITE 475",34.815,-118.748056,15.00 ,County of Kern,2022,2 ,31.1,ACTIVE,RECLAMATION NOT STARTED,NATIONAL CEMENT COMPANY,"15821 VENTURA BOULEVARD, SUITE 475",ENCINO,CA,91436,US,NATIONAL CEMENT COMPANY,"15821 VENTURA BOULEVARD, SUITE 475",ENCINO,CA,91436,US,,Limestone,,OPEN PIT,CUP 4 MAP2,88.00,,156946
-13164302.7888,4139070.0021,2019877,91-15-0016,MOJAVE MINE,7037 TROTTER AVENUE,34.817222,-118.256944,15.00 ,County of Kern,2008,2 ,186,CLOSED - MERGED,RECLAMATION NOT STARTED,HOLLIDAY,2193 W. FOOTHILL BOULEVARD,UPLAND,CA,91786,,"HOLLIDAY ROCK COMPANY, INC.",1401 N.BENSON AVE.,UPLAND,CA,91786,,CUP 4 -214,Sand and Gravel,,QUARRY,BLANK,,,448175.11
-13236753.2983,4139371.2956,2019878,91-15-0093,CUDDY MINE,PO BOX 1386,34.819444,-118.907778,15.00 ,County of Kern,2021,2 ,9,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,B&B MATERIALS INC.,PO Box 1237,Lebec,CA,93243,,B&B MATERIALS INC.,P.O. BOX 1237,LEBEC,CA,93243,,,Sand and Gravel,,OPEN PIT,,106.00,32469.67,19915.29
-12756131.3968,4139522.0811,2019879,91-36-0100,SUPERLITE BLOCK- (RECLAIMED),4150 W. TURNEY AVE,34.820556,-114.590278,36.25 ,City of Needles,2012,2 ,0,RECLAIMED,RECLAMATION IN PROGRESS,SUPERLITE BLOCK,#1 ICE PLANT ROAD,NEEDLES,CA,92363,,STAKER PARSON COMPANIES,PO BOX 3429,OGDEN,UT,84409,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,91-36-0100,26.00,,0
-13238113.8451,4139597.3389,2019880,91-15-0081,FRAZIER PARK SAND & GRAVEL,919 N. MACLAY STREET,34.821111,-118.92,15.00 ,County of Kern,2013,2 ,5,RECLAIMED,RECLAMATION IN PROGRESS,FRAZIER ROCK SAND & GRAVEL,919 N. MACLAY STREET,SAN FERNANDO,CA,91340,,FRAZIER ROCK SAND & GRAVEL,919 N. MACLAY STREET,SAN FERNANDO,CA,91340,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,"CUP 20,MAP 237",,20600,0
-13220704.7013,4140388.323,2019881,91-15-0103,NATIONAL CEMENT COMPANY - 101 AREA,"15821 VENTURA BLVD., SUITE 475",34.826944,-118.763611,15.00 ,County of Kern,2022,2 ,266.6,ACTIVE,RECLAMATION NOT STARTED,NATIONAL CEMENT COMPANY,"15821 VENTURA BOULEVARD, SUITE 475",ENCINO,CA,91436,US,NATIONAL CEMENT COMPANY,"15821 VENTURA BOULEVARD, SUITE 475",ENCINO,CA,91436,US,,Limestone,Dolomite,OPEN PIT,CUP #6,637.00,,1290474
-13219808.0228,4140426.0226,2019882,91-15-0010,QUARRY SITE B - LEBEC PLANT,"15821 VENTURA BLVD., SUITE 475",34.827222,-118.755556,15.00 ,County of Kern,2022,2 ,206.3,ACTIVE,RECLAMATION NOT STARTED,NATIONAL CEMENT COMPANY,"15821 VENTURA BOULEVARD, SUITE 475",ENCINO,CA,91436,US,NATIONAL CEMENT COMPANY,"15821 VENTURA BOULEVARD, SUITE 475",ENCINO,CA,91436,US,,Shale,Limestone,OPEN PIT,"CUP1, MAP2",221.00,707100,907791
-13378747.4314,4141254.7678,2019883,91-42-0013,SISQUOC RANCH,,34.833333,-120.183333,42.00 ,County of Santa Barbara,1998,2 ,55,CLOSED - MERGED,RECLAMATION NOT STARTED,"COAST ROCK PRODUCTS, INC.",PO BOX 5050,SANTA MARIA,CA,93456,,"COAST ROCK PRODUCTS, INC.",PO BOX 5050,SANTA MARIA,CA,93456,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,"84-CP-12,84-RP-1",,,
-13378747.4314,4141254.7678,2019884,91-42-0014,SISQUOC MINING OPERATION,PO BOX 1280,34.833333,-120.183333,42.00 ,County of Santa Barbara,2021,2 ,105,ACTIVE,RECLAMATION IN PROGRESS,CALPORTLAND CONSTRUCTION,PO BOX 1280,SANTA MARIA,CA,93456,,CALPORTLAND CONSTRUCTION,PO BOX 1280,SANTA MARIA,CA,93456,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,"92-RP-001,92-CP-074",,2104534,1347289
-13213314.3116,4141292.4703,2019885,91-15-0045,LA LIEBRA,PO BOX 1000,34.833611,-118.697222,15.00 ,County of Kern,2021,2 ,0,IDLE,RECLAMATION NOT STARTED,TEJON RANCH,P.O. BOX 1000,LEBEC,CA,93243,,TEJON RANCH CORPORATION,PO BOX 1000,LEBEC,CA,93243,,,Sand and Gravel,,"STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,OPEN PIT","CASE #1,MAP 235,RES 83-79",,63175.48,99321.32
-13220921.2177,4142046.0049,2019886,91-15-0091,SILICA QUARRY,"15821 VENTURA BLVD., SUITE 475",34.839167,-118.765556,15.00 ,County of Kern,2022,2 ,37.8,ACTIVE,RECLAMATION NOT STARTED,NATIONAL CEMENT COMPANY,"15821 VENTURA BOULEVARD, SUITE 475",ENCINO,CA,91436,US,NATIONAL CEMENT COMPANY,"15821 VENTURA BOULEVARD, SUITE 472",ENCINO,CA,914362935,US,,Limestone,,OPEN PIT,"CUP #5, MAP 236",70.00,,222524
-13289568.1628,4143063.2759,2019887,91-56-0016,CUYAMA GYPSUM QUARRY,704 E. YOSEMITE AVENUE,34.846667,-119.382222,56.00 ,County of Ventura,2022,2 ,212,ACTIVE,RECLAMATION IN PROGRESS,H. LIMA COMPANY,704 E. YOSEMITE,MANTECA,CA,95336,,H. LIMA COMPANY,4219 QUATAL CANYON ROAD,MANTECA,CA,93252,US,,Gypsum,,"OPEN PIT,QUARRY",,298.00,424310.98,809136
-13221477.8152,4143176.2665,2019888,91-15-0009,MICROWAVE QUARRY/ LEBEC PLANT,"15821 VENTURA BLVD., SUITE 475",34.8475,-118.770556,15.00 ,County of Kern,2022,2 ,89,ACTIVE,RECLAMATION NOT STARTED,NATIONAL CEMENT COMPANY,"15821 VENTURA BOULEVARD, SUITE 475",ENCINO,CA,91436,US,NATIONAL CEMENT COMPANY,"15821 VENTURA BOULEVARD, SUITE 475",ENCINO,CA,91436,US,,Limestone,,OPEN PIT,CUP 3 MAP2,177.00,350600,385338
-12761450.0195,4143929.9283,2019889,91-36-0084,GOURD WASH,,34.853056,-114.638056,36.00 ,County of San Bernardino,1997,2 ,0,RECLAIMED,,CALTRANS,"732 CARNEGIE DRIVE, SUITE 100",SAN BERNARDINO,CA,92408,,CALTRANS,PO BOX 231,SAN BERNARDINO,CA,92402,,,Sand and Gravel,,OPEN PIT,,,,
-13385859.5223,4144155.9282,2019890,91-42-0012,BOGNUDA,,34.854722,-120.247222,42.00 ,County of Santa Barbara,1998,2 ,51,CLOSED - MERGED,RECLAMATION NOT STARTED,"COAST ROCK PRODUCTS, INC.",PO BOX 5050,SANTA MARIA,CA,93456,,"COAST ROCK PRODUCTS, INC.",PO BOX 5050,SANTA MARIA,CA,93456,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,79-CP-56,97.00,,
-13385859.5223,4144155.9282,2019891,91-42-0015,GOOD CHILD,,34.854722,-120.247222,42.00 ,County of Santa Barbara,1998,2 ,8,CLOSED - MERGED,RECLAMATION NOT STARTED,"COAST ROCK PRODUCTS, INC.",PO BOX 5050,SANTA MARIA,CA,93456,,"COAST ROCK PRODUCTS, INC.",PO BOX 5050,SANTA MARIA,CA,93456,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,"81-CP-17,81-RP-002",,,
-13021133.5672,4144645.7914,2019892,91-36-0060,BARSTOW PIT I,,34.858333,-116.970833,36.00 ,County of San Bernardino,2001,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,SULLY-MILLER CONTRACTING COMPANY,"1100 E. ORANGETHORPE AVENUE, SUITE 200",ANAHEIM,CA,92801,,SULLY-MILLER CONTRACTING COMPANY,"1100 E. ORANGETHORPE AVENUE, SUITE 250",ANAHEIM,CA,92801,,,Sand and Gravel,,OPEN PIT,"CA060MP434,RP80M-0010",,63600,
-13021133.5672,4144645.7914,2019893,91-36-0064,BARSTOW PIT II,,34.858333,-116.970833,36.00 ,County of San Bernardino,2001,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,SULLY-MILLER CONTRACTING COMPANY,"1100 E. ORANGETHORPE AVENUE, SUITE 200",ANAHEIM,CA,92801,,SULLY-MILLER CONTRACTING COMPANY,"1100 E. ORANGETHORPE AVENUE, SUITE 250",ANAHEIM,CA,92801,,,Sand and Gravel,,OPEN PIT,"80M-0011,CA060MP434",,63600,
-13301967.9296,4145022.6655,2019894,91-42-0027,DIAMOND ROCK SAND & GRAVEL,P.O. BOX 344,34.861111,-119.493611,42.00 ,County of Santa Barbara,2019,2 ,28,ACTIVE,RECLAMATION IN PROGRESS,GPS RIVER ROCK PRODUCTS CO.,PO BOX 344,TAFT,CA,93268,,"TROESH MATERIALS, INC",P.O. BOX 2805,PISMO BEACH,CA,93448-2805,,,Sand and Gravel,,OPEN PIT,"03RPP-0000-00002,03CUP-00000-00037",132.00,172998,74447
-13017608.5242,4145889.4701,2019895,91-36-0182,NEBO QUARRY,17671 BEAR VALLEY ROAD,34.8675,-116.939167,36.00 ,County of San Bernardino,2022,2 ,7,ACTIVE,RECLAMATION NOT STARTED,HI-GRADE MATERIALS CO.,17671 Bear Valley Road,Hesperia,CA,92345,US,HI-GRADE MATERIALS CO.,17671 Bear Valley Road,Hesperia,CA,92345,US,,Sand and Gravel,,OPEN PIT,,62.00,29238.96,64983.39
-13390497.8716,4146002.4893,2019896,91-42-0003,SISQUOC,P.O. BOX 71,34.868333,-120.288889,42.00 ,County of Santa Barbara,2022,2 ,368.7,ACTIVE,RECLAMATION IN PROGRESS,HANSON AGGREGATES MID-PACIFIC,"114 E. Shaw Ave, Suite 100",Fresno,CA,93710,US,HANSON AGGREGATES MID-PACIFIC,"114 E. Shaw Ave, Suite 100",Fresno,CA,93710,US,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,86-CP-106,400.00,2217200,1708857
-13149491.174,4146304.1057,2019897,91-15-0052,MATERIALS SITE #1,,34.870556,-118.123889,15.00 ,County of Kern,1993,2 ,0,EXEMPT,RECLAMATION NOT STARTED,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,,Sand and Gravel,,OPEN PIT,LA-053095,0.00,,
-13302617.2562,4146341.6896,2019898,91-42-0023,VENTUCOPA ROCK PLANT,PO BOX 344,34.870833,-119.499444,42.00 ,County of Santa Barbara,2022,2 ,75,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,GPS RIVER ROCK PRODUCTS,PO BOX 344,TAFT,CA,93268,,GPS RIVER ROCK PRODUCTS,PO BOX 344,TAFT,CA,93268,US,,Sand and Gravel,,QUARRY,7141,80.00,253260,217479
-13021102.7317,4146794.0631,2019899,91-36-0038,BARSTOW,2700 E. MAIN STREET,34.874167,-116.970556,36.06 ,City of Barstow,2022,2 ,195,ACTIVE,RECLAMATION NOT STARTED,ROBERTSON'S READY MIX,2700 EAST MAIN STREET,BARSTOW,CA,92311,US,ROBERTSON'S READY MIX,PO BOX 3600,CORONA,CA,92878,US,,Sand and Gravel,,OPEN PIT,SAMR 95-0012,242.00,404763.55,436556
-13161519.8016,4147284.0421,2019900,91-15-0088,TROPICO MILL (TAILING POND),,34.877778,-118.231944,15.00 ,County of Kern,1994,2 ,0,EXEMPT,RECLAMATION IN PROGRESS,NOT OPERATING - CLOSED,9120 SAN JUAN PLACE,LA MESA,CA,91941,,"BURTON BROTHERS, INC.",9120 SAN JUAN PLACE,LA MESA,CA,91941,,,Gold (Placer),Silver,PLANT OR MILL,CUP 24,8.00,,
-13053478.1132,4147510.11,2019901,91-36-0166,WHITE HAT DOLOMITE MINE,1807 TOYON LANE,34.879444,-117.261389,36.00 ,County of San Bernardino,2019,2 ,3.5,CLOSED NO INTENT TO RESUME,RECLAMATION NOT STARTED,MATCON CORPORATION,1807 TOYON LANE,NEWPORT BEACH,CA,92660,,MATCON CORPORATION,1807 Toyon Lane,Newport Beach,CA,92660,United States,,Dolomite,Rock,"OPEN PIT,QUARRY",,13.00,42336.8,46399.92
